# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/ellal/genome_analysis/analyses/05_annotation/braker/braker_cleaned.gtf" "-o" "/home/ellal/genome_analysis/analyses/06_expression/read_counts.txt" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam
g78	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	391274;391274;391274;391660;391660;391660;392045;392045;392045;392250;392250;392250;392669;392669;392669;393412;393412;393609;393609;394116;394116;394116;394535;394535;394535	391496;391496;391496;391719;391719;391719;392164;392164;392164;392374;392374;392374;392857;392857;392857;393465;393516;393683;393683;394385;394385;394385;394774;394774;394774	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1407	1655	2580
g79	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	394862;395277;395844;396296	394919;395283;396102;396460	-;-;-;-	489	244	524
g80	tig00000001_pilon	397606	399135	-	1530	184	154
g81	tig00000001_pilon;tig00000001_pilon	399220;399409	399234;399675	-;-	282	27	21
g82	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	400558;400973;402488;402782;403110;404083;405314;405841;406274	400640;402063;402665;402882;403960;404894;405515;405916;406296	+;+;+;+;+;+;+;+;+	3417	0	2
g83	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	409250;409250;409744;409744	409668;409668;409918;410107	-;-;-;-	783	7	2
g84	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	409974;410417;410870;411191;411211;412299;412299;412666;412666;413419;413419;415969;417752;417947	410052;410423;410982;411995;411995;412389;412389;413220;413220;413526;413442;416224;417803;418868	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2988	3236	5464
g85	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	419997;420486;420795;421030;421357;421600;421852;421952;422170	420343;420585;420868;421208;421427;421683;421857;421977;422185	+;+;+;+;+;+;+;+;+	903	231	415
g86	tig00000001_pilon;tig00000001_pilon	423125;423292	423127;423540	+;+	252	3	114
g87	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	423615;424735;425003;425459	423617;424843;425272;425604	+;+;+;+	528	344	329
g88	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	426228;426908;427370;427639;427986;428190;428929;429289;429497;429807	426781;427121;427481;427878;428083;428839;429081;429386;429591;429917	-;-;-;-;-;-;-;-;-;-	2325	136	81
g89	tig00000001_pilon;tig00000001_pilon	430963;431865	431138;431973	-;-	285	0	0
g90	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	432718;432860;433237;433759;434421;435600;436430	432786;433176;433471;434337;435223;436029;436456	+;+;+;+;+;+;+	2460	23	14
g91	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	438562;438941;440025;440345;440521;441138	438841;439157;440219;440427;440628;441310	-;-;-;-;-;-	1056	19267	16992
g92	tig00000001_pilon	441444	441662	+	219	0	0
g93	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	448809;449081;449246;449402	448976;449184;449355;449565	+;+;+;+	546	0	0
g94	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	453532;453863;454597;454862;455178	453630;453958;454641;454887;456438	+;+;+;+;+	1527	136	56
g95	tig00000001_pilon;tig00000001_pilon	457374;459578	457488;459915	-;-	453	5	11
g96	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	460014;460454;460843;461116;461712;462116;462355;462665;463102;463331;463609;463885;464255;464642;465282;465677;466035;466288;466569;466923;467222	460323;460564;460971;461260;461924;462187;462426;462736;463173;463414;463686;464030;464320;464791;465568;465728;466126;466427;466713;467069;467458	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2820	808	353
g97	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	469498;469663;469903;469911;470491;470491;470850;470850;471034;471034;471286;471286;471623;471623;471852;471852	469608;469747;470007;470007;470565;470565;470917;470917;471115;471115;471353;471353;471706;471706;471911;471911	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	738	1031	2958
g98	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	473327;474196;474505;475268	473455;474267;474567;475624	-;-;-;-	621	49	47
g99	tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon;tig00000001_pilon	475877;476551;476798;477207;477596;478712;479437;480036;480307;480705;481012;481436;481893;482525;482919;483310	475987;476661;477037;477401;478479;479169;479591;480147;480502;480822;481140;481587;482192;482690;483065;483411	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3576	1232	1461
g100	tig00000002_pilon	3323	3592	-	270	0	0
g101	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	10594;10733;11230;11230;11440;11440;11784;11805;11805;12045;12045;12045;12429;12429;12429;12655;12655;12655;13027;13027	10652;10836;11276;11276;11489;11489;11900;11900;11900;12149;12149;12149;12503;12503;12503;12756;12679;12679;13280;13280	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	913	1139	1231
g102	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	15831;15831;15831;16327;16327;16327;16595;16595;16595;16886;16886;16886;17127;17127;17127;17416;17416;17416;17637;17637;17637;17783;17783;17783;17996;17996;17996;18190;18190;18190;18457;18457;18457;18759;18759;18759;19010;19010;19010;19305;19305;19305;19394;19394;19452;19580;19799;19873;19873;20156;20156;20156	16060;16060;16060;16405;16405;16405;16663;16663;16663;16978;16978;16978;17193;17193;17193;17477;17477;17477;17682;17682;17682;17828;17828;17828;18053;18053;18053;18228;18228;18228;18528;18528;18528;18850;18850;18850;19074;19074;19074;19315;19315;19315;19484;19484;19484;19650;20014;20014;20014;20307;20307;20307	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1559	21	111
g103	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	21264;21375;21604;21735;22425;23460;25560;26943;29548;30217;30479;30786;31562;31884	21276;21450;21654;21906;23106;25295;26622;28685;29759;30295;30487;31199;31668;32068	+;+;+;+;+;+;+;+;+;+;+;+;+;+	6642	1308	1428
g104	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	32968;33582;34212	33384;33857;34307	+;+;+	789	1538	597
g105	tig00000002_pilon;tig00000002_pilon	36718;37209	37011;37607	-;-	693	4232	1075
g106	tig00000002_pilon;tig00000002_pilon	38770;39380	39180;39679	+;+	711	8120	4510
g107	tig00000002_pilon;tig00000002_pilon	42725;43314	42999;43320	-;-	282	6	104
g108	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	43516;43713;44104;44547;45136;45343	43525;43777;44334;44556;45210;45419	-;-;-;-;-;-	468	4	116
g109	tig00000002_pilon;tig00000002_pilon	45827;46770	46624;47390	+;+	1419	23	45
g110	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	47395;47650;47866;48382;48663;48982;49308;49608;49971;50169;50431;50695;51042;51517;52318;52765;53132;53353;53843;54326;54643;54904;55851;56070;56279;56602;57015;57448;57709;58026;58965;59973	47402;47707;47908;48515;48869;49113;49362;49753;50048;50243;50547;50763;51194;51687;52479;52852;53257;53689;53962;54362;54817;54966;55906;56144;56365;56720;57253;57504;57795;58570;59327;59975	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4185	2664	3649
g111	tig00000002_pilon;tig00000002_pilon	60042;60259	60121;60469	-;-	291	0	2
g112	tig00000002_pilon	60582	60857	+	276	0	0
g113	tig00000002_pilon	72800	73036	-	237	0	0
g114	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	73090;73216;73399;73741	73139;73292;73596;73814	+;+;+;+	399	0	0
g115	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	73878;75226;75737;76822;76983;77257;77476;78027	74077;75316;76041;76940;77103;77419;77979;78212	+;+;+;+;+;+;+;+	1689	0	6
g116	tig00000002_pilon	78235	78597	+	363	0	0
g117	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	83364;83653;84256	83420;83922;85026	+;+;+	1098	2908	12114
g118	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	85583;85959;86478	85597;86044;86607	-;-;-	231	82	125
g119	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	86950;87601;87968	86987;87763;88645	-;-;-	879	383	336
g120	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	88892;89523;89770;90094;90482;90676;90872;91152;91477;91745;92084;92377;92681;93110;93298;93556	89063;89587;89838;90264;90573;90733;90945;91320;91596;91846;92233;92457;92818;93186;93358;93633	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1677	1975	1339
g121	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	94971;95299;95617;96226;96653;96841;97159;97460;97682;97934;98257;98430;98775	95109;95399;95739;96340;96740;96884;97205;97537;97741;97987;98333;98522;98934	-;-;-;-;-;-;-;-;-;-;-;-;-	1179	743	527
g122	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	100060;100060;100519;100519;100737;100737;101068;101068;101351;101351;101610;101610;101801;101801;102225;102225;102530;102530;102859;103048	100134;100134;100617;100617;100928;100928;101205;101205;101437;101437;101696;101696;101962;101962;102361;102361;102649;102649;102937;103129	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1258	1133	1139
g123	tig00000002_pilon	103139	103372	+	234	0	0
g124	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	106961;107267;107852;108066;108331;108603;108807;109054;109394;109823;110080;110338;110660;111050;111323;111725;111983;112254;112550;113060;113425;113852;114661;115062;115325	107097;107549;107940;108171;108459;108687;108916;109254;109708;109917;110163;110463;110822;111211;111447;111847;112136;112339;112928;113263;113634;113995;114792;115168;115343	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3768	203	8
g125	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	118789;119235;119451;120045;120185	119028;119317;119957;120129;120373	-;-;-;-;-	1104	0	0
g126	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	120408;120688;121073	120633;121030;121373	-;-;-	870	2	6
g127	tig00000002_pilon	122255	122590	+	336	0	0
g128	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	123285;123761;124095;124386;124607;124821	123608;123908;124233;124468;124696;124978	-;-;-;-;-;-	942	0	0
g129	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	125634;125896;126153;126372;126610;127066	125816;125991;126214;126508;126677;127200	+;+;+;+;+;+	681	0	0
g130	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	127966;128245;128855;129316;129637;129968;130659	128119;128738;129171;129438;129732;130485;130822	-;-;-;-;-;-;-	1866	11	540
g131	tig00000002_pilon;tig00000002_pilon	142369;142661	142473;142780	-;-	225	0	0
g132	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	142851;143175;143456;143834	143060;143337;143512;143949	+;+;+;+	546	57	94
g133	tig00000002_pilon	144104	145264	+	1161	495	597
g134	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	146492;146892;147285;148006;148387;148709;149095;149348;149579;150240;150500;151013	146602;146969;147421;148075;148473;148759;149222;149433;149730;150355;150768;151176	-;-;-;-;-;-;-;-;-;-;-;-	1449	2454	5271
g135	tig00000002_pilon	153259	153810	-	552	102	198
g136	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	153919;154824;155158;155509;156003;156422;156961;157380;158258;158844	154080;154948;155224;155595;156090;156556;157107;157736;158354;159033	+;+;+;+;+;+;+;+;+;+	1455	908	2225
g137	tig00000002_pilon;tig00000002_pilon	170580;170910	170804;170966	+;+	282	0	0
g138	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	177600;178255;178509;178773;179081;179295;179549;179740;179969;180279;180498	178043;178395;178580;178895;179137;179396;179626;179809;180039;180371;180590	+;+;+;+;+;+;+;+;+;+;+	1344	451	985
g139	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	182549;182922;183125;184075;184547;184915	182764;183006;183432;184228;184752;185124	+;+;+;+;+;+	1179	1	0
g140	tig00000002_pilon;tig00000002_pilon	189293;189710	189341;189921	+;+	261	4	0
g141	tig00000002_pilon;tig00000002_pilon	190461;191160	190798;191355	-;-	534	2721	3699
g142	tig00000002_pilon;tig00000002_pilon	191418;191530	191483;192009	+;+	546	2	6
g143	tig00000002_pilon	193651	194055	+	405	1	29
g144	tig00000002_pilon;tig00000002_pilon	194976;195358	195105;195428	+;+	201	0	16
g145	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	199756;199756;200067;200067;200707;200707;201287;201309;201309;201877;201877;201877;202685;202685;202685;203120;203120;203120;203461;203461;203461;204041;204041;204163;204163;205702;205702;205902;205902;207290;207290	199972;199972;200132;200165;200754;200754;201561;201582;201582;202435;202435;202435;202954;202954;202954;203281;203281;203281;203886;203829;203829;204054;204054;204234;204234;205823;205823;206340;206340;207311;207311	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2746	1464	1289
g146	tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon;tig00000002_pilon	214748;214748;214748;214748;214748;214829;214829;214829;214829;214829;215072;215072;215072;215072;215072;215330;215330;215330;215330;215330;215500;215500;215500;215500;215500;215695;215695;215695;215695;215695;216242;216242;216242;216242;216242;216599;216599;216599;216599;216599;216899;216899;216899;216899;216899;217352;217352;217352;217352;217352;217592;217592;217592;217592;217592;217886;217886;217886;217886;217886;218115;218115;218115;218115;218115;218989;218989;218989;218989;218989;219835;219835;219835;219835;219835;220108;220108;220108;220108;220108;220460;220460;220460;220460;220460;220886;220886;220886;220886;220886;221780;221780;221780;221780;221780;222200;222200;222200;222200;222200;222755;222755;222755;222755;223074;223074;223074;223074;223074;223899;223899;223899;223899;223899;224363;224363;224363;224363;224363;225437;225443;225443;225443;225443;225780;225780;225780;225780;225780;226994;226994;226994;226994;226994	214759;214759;214759;214759;214759;214933;214933;214933;214933;214933;215134;215134;215134;215134;215134;215371;215371;215371;215371;215371;215562;215562;215562;215562;215562;216114;216114;216114;216114;216114;216316;216316;216316;216316;216316;216673;216676;216673;216673;216673;217128;217128;217128;217128;217128;217382;217382;217382;217382;217382;217762;217762;217762;217762;217762;217949;217949;217949;217949;217949;218332;218332;218332;218332;218332;219151;219151;219151;219151;219151;219890;219890;219890;219890;219890;220200;220200;220200;220200;220200;220505;220505;220505;220505;220505;221450;221450;221450;221450;221450;222057;222057;222057;222057;222057;222306;222306;222306;222306;222306;222778;222778;222778;222778;223595;223595;223595;223595;223595;224180;224180;224183;224180;224180;224500;224500;224500;224500;224500;225725;225725;225725;225725;225725;226183;226183;226183;226183;226183;226996;226996;226996;226996;226996	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4545	3347	4211
